Retail Transaction Statistics
Item 1654: 92
Item 1655: 120
Item 1656: 311
Item 1657: 129
Item 1658: 52
Item 1659: 149
Item 1660: 459
Item 1661: 2
Item 1662: 132
Item 1663: 55
Item 1664: 80
Item 1665: 78
Item 1666: 84
Item 1667: 52
Item 1668: 34
Item 1669: 72
Item 1670: 86
Item 1671: 160
Item 1672: 6
Item 1673: 47
Item 1674: 53
Item 1675: 13
Item 1676: 129
Item 1677: 55
Item 1678: 468
Item 1679: 222
Item 1680: 147
Item 1681: 10
Item 1682: 15
Item 1683: 64
Item 1684: 62
Item 1685: 16
Item 1686: 51
Item 1687: 48
Item 1688: 25
Item 1689: 120
Item 1690: 54
Item 1691: 5
Item 1692: 13
Item 1693: 22
Item 1694: 524
Item 1695: 22
Item 1696: 24
Item 1697: 196
Item 1698: 195
Item 1699: 327
Item 1700: 23
Item 1701: 121
Item 1702: 102
Item 1703: 152
Item 1704: 43
Item 1705: 450
Item 1706: 11
Item 1707: 2
Item 1708: 44
Item 1709: 58
Item 1710: 136
Item 1711: 59
Item 1712: 23
Item 1713: 10
Item 1714: 96
Item 1715: 507
Item 1716: 590
Item 1717: 24
Item 1718: 3
Item 1719: 10
Item 1720: 37
Item 1721: 29
Item 1722: 8
Item 1723: 53
Item 1724: 6
Item 1725: 28
Item 1726: 91
Item 1727: 7
Item 1728: 174
Item 1729: 60
Item 1730: 57
Item 1731: 4
Item 1732: 38
Item 1733: 6
Item 1734: 60
Item 1735: 10
Item 1736: 14
Item 1737: 176
Item 1738: 42
Item 1739: 116
Item 1740: 192
Item 1741: 80
Item 1742: 275
Item 1743: 56
Item 1744: 18
Item 1745: 222
Item 1746: 72
Item 1747: 54
Item 1748: 127
Item 1749: 29
Item 1750: 9
Item 1751: 23
Item 1752: 6
Item 1753: 110
Item 1754: 3
Item 1755: 5
Item 1756: 136
Item 1757: 50
Item 1758: 40
Item 1759: 58
Item 1760: 38
Item 1761: 7
Item 1762: 64
Item 1763: 69
Item 1764: 292
Item 1765: 78
Item 1766: 148
Item 1767: 41
Item 1768: 37
Item 1769: 143
Item 1770: 81
Item 1771: 25
Item 1772: 209
Item 1773: 209
Item 1774: 203
Item 1775: 22
Item 1776: 34
Item 1777: 191
Item 1778: 6
Item 1779: 26
Item 1780: 96
Item 1781: 23
Item 1782: 173
Item 1783: 57
Item 1784: 600
Item 1785: 241
Item 1786: 85
Item 1787: 264
Item 1788: 97
Item 1789: 8
Item 1790: 214
Item 1791: 58
Item 1792: 188
Item 1793: 32
Item 1794: 16
Item 1795: 82
Item 1796: 124
Item 1797: 207
Item 1798: 21
Item 1799: 3
Item 1800: 89
Item 1801: 10
Item 1802: 4
Item 1803: 23
Item 1804: 69
Item 1805: 251
Item 1806: 178
Item 1807: 46
Item 1808: 127
Item 1809: 314
Item 1810: 94
Item 1811: 72
Item 1812: 191
Item 1813: 72
Item 1814: 95
Item 1815: 688
Item 1816: 229
Item 1817: 41
Item 1818: 88
Item 1819: 226
Item 1820: 251
Item 1821: 56
Item 1822: 201
Item 1823: 119
Item 1824: 61
Item 1825: 102
Item 1826: 56
Item 1827: 104
Item 1828: 50
Item 1829: 66
Item 1830: 89
Item 1831: 28
Item 1832: 260
Item 1833: 30
Item 1834: 131
Item 1835: 106
Item 1836: 2
Item 1837: 36
Item 1838: 192
Item 1839: 114
Item 1840: 3
Item 1841: 79
Item 1842: 147
Item 1843: 296
Item 1844: 18
Item 1845: 78
Item 1846: 66
Item 1847: 112
Item 1848: 109
Item 1849: 103
Item 1850: 2
Item 1851: 4
Item 1852: 60
Item 1853: 84
Item 1854: 127
Item 1855: 158
Item 1856: 135
Item 1857: 41
Item 1858: 37
Item 1859: 7
Item 1860: 391
Item 1861: 51
Item 1862: 67
Item 1863: 69
Item 1864: 45
Item 1865: 91
Item 1866: 68
Item 1867: 90
Item 1868: 467
Item 1869: 116
Item 1870: 44
Item 1871: 150
Item 1872: 68
Item 1873: 572
Item 1874: 51
Item 1875: 163
Item 1876: 28
Item 1877: 83
Item 1878: 157
Item 1879: 108
Item 1880: 92
Item 1881: 85
Item 1882: 51
Item 1883: 81
Item 1884: 42
Item 1885: 185
Item 1886: 46
Item 1887: 90
Item 1888: 11
Item 1889: 16
Item 1890: 71
Item 1891: 140
Item 1892: 37
Item 1893: 4
Item 1894: 26
Item 1895: 25
Item 1896: 95
Item 1897: 175
Item 1898: 252
Item 1899: 8
Item 1900: 258
Item 1901: 10
Item 1902: 107
Item 1903: 6
Item 1904: 266
Item 1905: 7
Item 1906: 178
Item 1907: 18
Item 1908: 90
Item 1909: 58
Item 1910: 122
Item 1911: 122
Item 1912: 113
Item 1913: 14
Item 1914: 13
Item 1915: 98
Item 1916: 137
Item 1917: 20
Item 1918: 36
Item 1919: 46
Item 1920: 72
Item 1921: 126
Item 1922: 3
Item 1923: 160
Item 1924: 50
Item 1925: 158
Item 1926: 65
Item 1927: 12
Item 1928: 6
Item 1929: 54
Item 1930: 196
Item 1931: 379
Item 1932: 89
Item 1933: 29
Item 1934: 39
Item 1935: 81
Item 1936: 47
Item 1937: 44
Item 1938: 72
Item 1939: 265
Item 1940: 300
Item 1941: 31
Item 1942: 1
Item 1943: 27
Item 1944: 4
Item 1945: 23
Item 1946: 86
Item 1947: 58
Item 1948: 19
Item 1949: 99
Item 1950: 22
Item 1951: 3
Item 1952: 175
Item 1953: 5
Item 1954: 7
Item 1955: 19
Item 1956: 4
Item 1957: 302
Item 1958: 58
Item 1959: 143
Item 1960: 60
Item 1961: 75
Item 1962: 14
Item 1963: 149
Item 1964: 13
Item 1965: 225
Item 1966: 16
Item 1967: 257
Item 1968: 1
Item 1969: 22
Item 1970: 16
Item 1971: 28
Item 1972: 139
Item 1973: 184
Item 1974: 371
Item 1975: 18
Item 1976: 96
Item 1977: 281
Item 1978: 25
Item 1979: 84
Item 1980: 50
Item 1981: 130
Item 1982: 166
Item 1983: 26
Item 1984: 59
Item 1985: 75
Item 1986: 4
Item 1987: 614
Item 1988: 482
Item 1989: 3
Item 1990: 83
Item 1991: 125
Item 1992: 306
Item 1993: 76
Item 1994: 45
Item 1995: 240
Item 1996: 7
Item 1997: 227
Item 1998: 41
Item 1999: 30
Item 2000: 64
Item 2001: 80
Item 2002: 19
Item 2003: 214
Item 2004: 17
Item 2005: 192
Item 2006: 35
Item 2007: 80
Item 2008: 10
Item 2009: 36
Item 2010: 30
Item 2011: 35
Item 2012: 219
Item 2013: 151
Item 2014: 57
Item 2015: 90
Item 2016: 376
Item 2017: 12
Item 2018: 14
Item 2019: 84
Item 2020: 25
Item 2021: 14
Item 2022: 28
Item 2023: 70
Item 2024: 73
Item 2025: 20
Item 2026: 72
Item 2027: 171
Item 2028: 44
Item 2029: 28
Item 2030: 26
Item 2031: 103
Item 2032: 80
Item 2033: 81
Item 2034: 134
Item 2035: 136
Item 2036: 30
Item 2037: 27
Item 2038: 26
Item 2039: 17
Item 2040: 146
Item 2041: 17
Item 2042: 35
Item 2043: 72
Item 2044: 119
Item 2045: 19
Item 2046: 1
Item 2047: 625
Item 2048: 1
Item 2049: 147
Item 2050: 135
Item 2051: 64
Item 2052: 461
Item 2053: 230
Item 2054: 271
Item 2055: 297
Item 2056: 7
Item 2057: 419
Item 2058: 4
Item 2059: 185
Item 2060: 91
Item 2061: 123
Item 2062: 129
Item 2063: 91
Item 2064: 47
Item 2065: 188
Item 2066: 345
Item 2067: 6
Item 2068: 46
Item 2069: 5
Item 2070: 159
Item 2071: 12
Item 2072: 43
Item 2073: 74
Item 2074: 37
Item 2075: 70
Item 2076: 319
Item 2077: 42
Item 2078: 68
Item 2079: 15
Item 2080: 151
Item 2081: 481
Item 2082: 64
Item 2083: 5
Item 2084: 41
Item 2085: 165
Item 2086: 2
Item 2087: 4
Item 2088: 2
Item 2089: 1
Item 2090: 24
Item 2091: 36
Item 2092: 332
Item 2093: 64
Item 2094: 31
Item 2095: 88
Item 2096: 50
Item 2097: 11
Item 2098: 209
Item 2099: 30
Item 2100: 36
Item 2101: 83
Item 2102: 100
Item 2103: 5
Item 2104: 237
Item 2105: 26
Item 2106: 48
Item 2107: 19
Item 2108: 64
Item 2109: 21
Item 2110: 83
Item 2111: 149
Item 2112: 109
Item 2113: 11
Item 2114: 226
Item 2115: 15
Item 2116: 375
Item 2117: 95
Item 2118: 208
Item 2119: 525
Item 2120: 136
Item 2121: 36
Item 2122: 23
Item 2123: 167
Item 2124: 15
Item 2125: 49
Item 2126: 20
Item 2127: 107
Item 2128: 131
Item 2129: 33
Item 2130: 173
Item 2131: 105
Item 2132: 24
Item 2133: 50
Item 2134: 97
Item 2135: 20
Item 2136: 461
Item 2137: 40
Item 2138: 99
Item 2139: 96
Item 2140: 20
Item 2141: 71
Item 2142: 60
Item 2143: 8
Item 2144: 18
Item 2145: 40
Item 2146: 55
Item 2147: 25
Item 2148: 221
Item 2149: 1
Item 2150: 35
Item 2151: 200
Item 2152: 109
Item 2153: 79
Item 2154: 57
Item 2155: 149
Item 2156: 41
Item 2157: 11
Item 2158: 65
Item 2159: 19
Item 2160: 45
Item 2161: 58
Item 2162: 98
Item 2163: 75
Item 2164: 11
Item 2165: 293
Item 2166: 18
Item 2167: 109
Item 2168: 266
Item 2169: 499
Item 2170: 145
Item 2171: 111
Item 2172: 117
Item 2173: 86
Item 2174: 50
Item 2175: 37
Item 2176: 10
Item 2177: 40
Item 2178: 249
Item 2179: 4
Item 2180: 21
Item 2181: 119
Item 2182: 32
Item 2183: 170
Item 2184: 5
Item 2185: 462
Item 2186: 4
Item 2187: 251
Item 2188: 374
Item 2189: 238
Item 2190: 2
Item 2191: 2
Item 2192: 316
Item 2193: 22
Item 2194: 94
Item 2195: 70
Item 2196: 14
Item 2197: 54
Item 2198: 3
Item 2199: 3
Item 2200: 597
Item 2201: 19
Item 2202: 153
Item 2203: 177
Item 2204: 6
Item 2205: 11
Item 2206: 7
Item 2207: 16
Item 2208: 23
Item 2209: 399
Item 2210: 52
Item 2211: 176
Item 2212: 42
Item 2213: 261
Item 2214: 22
Item 2215: 146
Item 2216: 327
Item 2217: 70
Item 2218: 16
Item 2219: 57
Item 2220: 65
Item 2221: 36
Item 2222: 9
Item 2223: 60
Item 2224: 122
Item 2225: 43
Item 2226: 257
Item 2227: 11
Item 2228: 28
Item 2229: 29
Item 2230: 47
Item 2231: 37
Item 2232: 70
Item 2233: 35
Item 2234: 120
Item 2235: 27
Item 2236: 122
Item 2237: 108
Item 2238: 51
Item 2239: 1715
Item 2240: 199
Item 2241: 193
Item 2242: 420
Item 2243: 138
Item 2244: 108
Item 2245: 18
Item 2246: 119
Item 2247: 26
Item 2248: 13
Item 2249: 5
Item 2250: 80
Item 2251: 106
Item 2252: 75
Item 2253: 33
Item 2254: 7
Item 2255: 347
Item 2256: 3
Item 2257: 30
Item 2258: 58
Item 2259: 11
Item 2260: 260
Item 2261: 5
Item 2262: 7
Item 2263: 17
Item 2264: 202
Item 2265: 15
Item 2266: 28
Item 2267: 36
Item 2268: 116
Item 2269: 45
Item 2270: 165
Item 2271: 36
Item 2272: 111
Item 2273: 73
Item 2274: 110
Item 2275: 19
Item 2276: 1
Item 2277: 248
Item 2278: 3
Item 2279: 18
Item 2280: 47
Item 2281: 34
Item 2282: 123
Item 2283: 4
Item 2284: 141
Item 2285: 508
Item 2286: 52
Item 2287: 218
Item 2288: 7
Item 2289: 5
Item 2290: 4
Item 2291: 83
Item 2292: 24
Item 2293: 65
Item 2294: 37
Item 2295: 38
Item 2296: 3
Item 2297: 53
Item 2298: 161
Item 2299: 8
Item 2300: 160
Item 2301: 118
Item 2302: 34
Item 2303: 3
Item 2304: 19
Item 2305: 25
Item 2306: 44
Item 2307: 58
Item 2308: 4
Item 2309: 27
Item 2310: 34
Item 2311: 132
Item 2312: 5
Item 2313: 8
Item 2314: 65
Item 2315: 64
Item 2316: 96
Item 2317: 54
Item 2318: 33
Item 2319: 49
Item 2320: 86
Item 2321: 5
Item 2322: 73
Item 2323: 36
Item 2324: 83
Item 2325: 78
Item 2326: 339
Item 2327: 152
Item 2328: 164
Item 2329: 53
Item 2330: 488
Item 2331: 4
Item 2332: 17
Item 2333: 89
Item 2334: 27
Item 2335: 11
Item 2336: 126
Item 2337: 9
Item 2338: 119
Item 2339: 86
Item 2340: 2
Item 2341: 6
Item 2342: 32
Item 2343: 40
Item 2344: 425
Item 2345: 280
Item 2346: 53
Item 2347: 29
Item 2348: 19
Item 2349: 14
Item 2350: 30
Item 2351: 244
Item 2352: 207
Item 2353: 117
Item 2354: 383
Item 2355: 20
Item 2356: 16
Item 2357: 68
Item 2358: 71
Item 2359: 37
Item 2360: 8
Item 2361: 73
Item 2362: 17
Item 2363: 63
Item 2364: 138
Item 2365: 301
Item 2366: 7
Item 2367: 27
Item 2368: 11
Item 2369: 1
Item 2370: 34
Item 2371: 266
Item 2372: 85
Item 2373: 2
Item 2374: 27
Item 2375: 96
Item 2376: 300
Item 2377: 105
Item 2378: 25
Item 2379: 193
Item 2380: 57
Item 2381: 104
Item 2382: 46
Item 2383: 65
Item 2384: 569
Item 2385: 67
Item 2386: 30
Item 2387: 70
Item 2388: 38
Item 2389: 288
Item 2390: 203
Item 2391: 105
Item 2392: 65
Item 2393: 51
Item 2394: 125
Item 2395: 224
Item 2396: 117
Item 2397: 1
Item 2398: 10
Item 2399: 90
Item 2400: 481
Item 2401: 7
Item 2402: 19
Item 2403: 162
Item 2404: 7
Item 2405: 39
Item 2406: 63
Item 2407: 252
Item 2408: 22
Item 2409: 169
Item 2410: 50
Item 2411: 1
Item 2412: 2
Item 2413: 68
Item 2414: 215
Item 2415: 4
Item 2416: 81
Item 2417: 69
Item 2418: 183
Item 2419: 19
Item 2420: 25
Item 2421: 260
Item 2422: 68
Item 2423: 11
Item 2424: 68
Item 2425: 172
Item 2426: 300
Item 2427: 85
Item 2428: 12
Item 2429: 51
Item 2430: 45
Item 2431: 117
Item 2432: 129
Item 2433: 16
Item 2434: 14
Item 2435: 50
Item 2436: 57
Item 2437: 127
Item 2438: 571
Item 2439: 71
Item 2440: 11
Item 2441: 296
Item 2442: 250
Item 2443: 19
Item 2444: 63
Item 2445: 18
Item 2446: 41
Item 2447: 88
Item 2448: 40
Item 2449: 5
Item 2450: 117
Item 2451: 37
Item 2452: 41
Item 2453: 1
Item 2454: 44
Item 2455: 1
Item 2456: 37
Item 2457: 62
Item 2458: 37
Item 2459: 132
Item 2460: 33
Item 2461: 14
Item 2462: 5
Item 2463: 5
Item 2464: 104
Item 2465: 293
Item 2466: 58
Item 2467: 16
Item 2468: 20
Item 2469: 343
Item 2470: 204
Item 2471: 57
Item 2472: 177
Item 2473: 38
Item 2474: 85
Item 2475: 59
Item 2476: 95
Item 2477: 186
Item 2478: 133
Item 2479: 11
Item 2480: 70
Item 2481: 197
Item 2482: 115
Item 2483: 53
Item 2484: 3
Item 2485: 49
Item 2486: 35
Item 2487: 101
Item 2488: 29
Item 2489: 6
Item 2490: 90
Item 2491: 59
Item 2492: 38
Item 2493: 392
Item 2494: 178
Item 2495: 5
Item 2496: 324
Item 2497: 102
Item 2498: 1
Item 2499: 12
Item 2500: 3
Item 2501: 3
Item 2502: 111
Item 2503: 79
Item 2504: 13
Item 2505: 65
Item 2506: 433
Item 2507: 213
Item 2508: 24
Item 2509: 21
Item 2510: 14
Item 2511: 53
Item 2512: 93
Item 2513: 43
Item 2514: 146
Item 2515: 173
Item 2516: 388
Item 2517: 61
Item 2518: 75
Item 2519: 65
Item 2520: 186
Item 2521: 49
Item 2522: 120
Item 2523: 7
Item 2524: 426
Item 2525: 310
Item 2526: 86
Item 2527: 8
Item 2528: 147
Item 2529: 243
Item 2530: 31
Item 2531: 2
Item 2532: 49
Item 2533: 53
Item 2534: 37
Item 2535: 9
Item 2536: 113
Item 2537: 70
Item 2538: 210
Item 2539: 110
Item 2540: 58
Item 2541: 92
Item 2542: 97
Item 2543: 43
Item 2544: 123
Item 2545: 118
Item 2546: 14
Item 2547: 125
Item 2548: 19
Item 2549: 38
Item 2550: 11
Item 2551: 133
Item 2552: 5
Item 2553: 371
Item 2554: 18
Item 2555: 210
Item 2556: 117
Item 2557: 69
Item 2558: 130
Item 2559: 17
Item 2560: 140
Item 2561: 50
Item 2562: 251
Item 2563: 27
Item 2564: 87
Item 2565: 5
Item 2566: 13
Item 2567: 90
Item 2568: 44
Item 2569: 38
Item 2570: 149
Item 2571: 29
Item 2572: 19
Item 2573: 36
Item 2574: 275
Item 2575: 129
Item 2576: 35
Item 2577: 25
Item 2578: 59
Item 2579: 14
Item 2580: 12
Item 2581: 24
Item 2582: 45
Item 2583: 7
Item 2584: 55
Item 2585: 7
Item 2586: 37
Item 2587: 15
Item 2588: 2
Item 2589: 116
Item 2590: 2
Item 2591: 65
Item 2592: 28
Item 2593: 120
Item 2594: 121
Item 2595: 24
Item 2596: 46
Item 2597: 280
Item 2598: 70
Item 2599: 146
Item 2600: 223
Item 2601: 7
Item 2602: 55
Item 2603: 44
Item 2604: 25
Item 2605: 65
Item 2606: 4
Item 2607: 38
Item 2608: 95
Item 2609: 77
Item 2610: 92
Item 2611: 36
Item 2612: 64
Item 2613: 133
Item 2614: 18
Item 2615: 91
Item 2616: 10
Item 2617: 66
Item 2618: 117
Item 2619: 52
Item 2620: 75
Item 2621: 90
Item 2622: 208
Item 2623: 57
Item 2624: 148
Item 2625: 161
Item 2626: 281
Item 2627: 353
Item 2628: 42
Item 2629: 80
Item 2630: 318
Item 2631: 136
Item 2632: 114
Item 2633: 19
Item 2634: 339
Item 2635: 242
Item 2636: 285
Item 2637: 10
Item 2638: 30
Item 2639: 101
Item 2640: 149
Item 2641: 26
Item 2642: 29
Item 2643: 3
Item 2644: 1
Item 2645: 59
Item 2646: 21
Item 2647: 20
Item 2648: 43
Item 2649: 10
Item 2650: 103
Item 2651: 66
Item 2652: 119
Item 2653: 56
Item 2654: 1
Item 2655: 176
Item 2656: 8
Item 2657: 77
Item 2658: 109
Item 2659: 24
Item 2660: 53
Item 2661: 19
Item 2662: 138
Item 2663: 118
Item 2664: 212
Item 2665: 85
Item 2666: 111
Item 2667: 54
Item 2668: 104
Item 2669: 8
Item 2670: 185
Item 2671: 37
Item 2672: 109
Item 2673: 59
Item 2674: 411
Item 2675: 141
Item 2676: 53
Item 2677: 35
Item 2678: 19
Item 2679: 67
Item 2680: 11
Item 2681: 11
Item 2682: 45
Item 2683: 41
Item 2684: 31
Item 2685: 71
Item 2686: 55
Item 2687: 19
Item 2688: 90
Item 2689: 54
Item 2690: 59
Item 2691: 11
Item 2692: 17
Item 2693: 134
Item 2694: 7
Item 2695: 95
Item 2696: 11
Item 2697: 62
Item 2698: 81
Item 2699: 9
Item 2700: 22
Item 2701: 39
Item 2702: 68
Item 2703: 134
Item 2704: 73
Item 2705: 23
Item 2706: 7
Item 2707: 229
Item 2708: 42
Item 2709: 180
Item 2710: 134
Item 2711: 29
Item 2712: 31
Item 2713: 118
Item 2714: 66
Item 2715: 53
Item 2716: 136
Item 2717: 60
Item 2718: 39
Item 2719: 7
Item 2720: 48
Item 2721: 171
Item 2722: 165
Item 2723: 21
Item 2724: 253
Item 2725: 8
Item 2726: 65
Item 2727: 135
Item 2728: 13
Item 2729: 231
Item 2730: 82
Item 2731: 46
Item 2732: 22
Item 2733: 58
Item 2734: 98
Item 2735: 68
Item 2736: 17
Item 2737: 39
Item 2738: 38
Item 2739: 2
Item 2740: 1
Item 2741: 91
Item 2742: 146
Item 2743: 121
Item 2744: 81
Item 2745: 4
Item 2746: 34
Item 2747: 230
Item 2748: 107
Item 2749: 40
Item 2750: 301
Item 2751: 16
Item 2752: 37
Item 2753: 14
Item 2754: 16
Item 2755: 87
Item 2756: 18
Item 2757: 54
Item 2758: 3
Item 2759: 22
Item 2760: 22
Item 2761: 149
Item 2762: 19
Item 2763: 19
Item 2764: 264
Item 2765: 126
Item 2766: 21
Item 2767: 16
Item 2768: 159
Item 2769: 94
Item 2770: 159
Item 2771: 29
Item 2772: 155
Item 2773: 33
Item 2774: 21
Item 2775: 8
Item 2776: 410
Item 2777: 106
Item 2778: 26
Item 2779: 38
Item 2780: 29
Item 2781: 6
Item 2782: 7
Item 2783: 28
Item 2784: 134
Item 2785: 12
Item 2786: 141
Item 2787: 140
Item 2788: 100
Item 2789: 215
Item 2790: 66
Item 2791: 13
Item 2792: 33
Item 2793: 309
Item 2794: 190
Item 2795: 29
Item 2796: 82
Item 2797: 81
Item 2798: 66
Item 2799: 25
Item 2800: 21
Item 2801: 181
Item 2802: 47
Item 2803: 111
Item 2804: 9
Item 2805: 67
Item 2806: 222
Item 2807: 2
Item 2808: 13
Item 2809: 137
Item 2810: 58
Item 2811: 184
Item 2812: 51
Item 2813: 181
Item 2814: 95
Item 2815: 145
Item 2816: 249
Item 2817: 11
Item 2818: 112
Item 2819: 141
Item 2820: 83
Item 2821: 169
Item 2822: 41
Item 2823: 179
Item 2824: 49
Item 2825: 5
Item 2826: 3
Item 2827: 14
Item 2828: 70
Item 2829: 4
Item 2830: 1
Item 2831: 160
Item 2832: 138
Item 2833: 23
Item 2834: 104
Item 2835: 95
Item 2836: 6
Item 2837: 104
Item 2838: 131
Item 2839: 81
Item 2840: 57
Item 2841: 180
Item 2842: 23
Item 2843: 194
Item 2844: 255
Item 2845: 11
Item 2846: 13
Item 2847: 46
Item 2848: 66
Item 2849: 87
Item 2850: 19
Item 2851: 32
Item 2852: 118
Item 2853: 139
Item 2854: 164
Item 2855: 159
Item 2856: 191
Item 2857: 268
Item 2858: 34
Item 2859: 78
Item 2860: 3
Item 2861: 17
Item 2862: 183
Item 2863: 1
Item 2864: 3
Item 2865: 15
Item 2866: 71
Item 2867: 42
Item 2868: 90
Item 2869: 68
Item 2870: 64
Item 2871: 162
Item 2872: 11
Item 2873: 62
Item 2874: 98
Item 2875: 233
Item 2876: 90
Item 2877: 170
Item 2878: 71
Item 2879: 148
Item 2880: 481
Item 2881: 161
Item 2882: 54
Item 2883: 65
Item 2884: 86
Item 2885: 67
Item 2886: 31
Item 2887: 17
Item 2888: 6
Item 2889: 84
Item 2890: 37
Item 2891: 92
Item 2892: 195
Item 2893: 126
Item 2894: 124
Item 2895: 334
Item 2896: 52
Item 2897: 61
Item 2898: 51
Item 2899: 54
Item 2900: 34
Item 2901: 156
Item 2902: 38
Item 2903: 114
Item 2904: 14
Item 2905: 25
Item 2906: 35
Item 2907: 33
Item 2908: 186
Item 2909: 6
Item 2910: 41
Item 2911: 101
Item 2912: 11
Item 2913: 38
Item 2914: 16
Item 2915: 55
Item 2916: 260
Item 2917: 117
Item 2918: 84
Item 2919: 2
Item 2920: 167
Item 2921: 36
Item 2922: 12
Item 2923: 4
Item 2924: 22
Item 2925: 20
Item 2926: 24
Item 2927: 94
Item 2928: 24
Item 2929: 6
Item 2930: 26
Item 2931: 84
Item 2932: 113
Item 2933: 18
Item 2934: 130
Item 2935: 56
Item 2936: 40
Item 2937: 8
Item 2938: 2
Item 2939: 74
Item 2940: 5
Item 2941: 68
Item 2942: 10
Item 2943: 159
Item 2944: 51
Item 2945: 22
Item 2946: 19
Item 2947: 99
Item 2948: 94
Item 2949: 15
Item 2950: 75
Item 2951: 2
Item 2952: 113
Item 2953: 94
Item 2954: 48
Item 2955: 59
Item 2956: 54
Item 2957: 5
Item 2958: 44
Item 2959: 904
Item 2960: 7
Item 2961: 74
Item 2962: 44
Item 2963: 107
Item 2964: 132
Item 2965: 8
Item 2966: 285
Item 2967: 134
Item 2968: 169
Item 2969: 123
Item 2970: 31
Item 2971: 43
Item 2972: 42
Item 2973: 5
Item 2974: 29
Item 2975: 6
Item 2976: 82
Item 2977: 115
Item 2978: 110
Item 2979: 16
Item 2980: 11
Item 2981: 16
Item 2982: 18
Item 2983: 127
Item 2984: 231
Item 2985: 52
Item 2986: 5
Item 2987: 18
Item 2988: 431
Item 2989: 264
Item 2990: 65
Item 2991: 233
Item 2992: 369
Item 2993: 69
Item 2994: 22
Item 2995: 124
Item 2996: 46
Item 2997: 31
Item 2998: 273
Item 2999: 248
Item 3000: 2
Item 3001: 71
Item 3002: 31
Item 3003: 103
Item 3004: 12
Item 3005: 1
Item 3006: 205
Item 3007: 224
Item 3008: 74
Item 3009: 65
Item 3010: 9
Item 3011: 13
Item 3012: 14
Item 3013: 263
Item 3014: 8
Item 3015: 4
Item 3016: 96
Item 3017: 5
Item 3018: 18
Item 3019: 6
Item 3020: 112
Item 3021: 28
Item 3022: 215
Item 3023: 2
Item 3024: 2
Item 3025: 66
Item 3026: 48
Item 3027: 69
Item 3028: 41
Item 3029: 125
Item 3030: 4
Item 3031: 1
Item 3032: 6
Item 3033: 35
Item 3034: 45
Item 3035: 145
Item 3036: 126
Item 3037: 56
Item 3038: 40
Item 3039: 26
Item 3040: 20
Item 3041: 6
Item 3042: 1
Item 3043: 56
Item 3044: 19
Item 3045: 5
Item 3046: 43
Item 3047: 83
Item 3048: 205
Item 3049: 89
Item 3050: 16
Item 3051: 4
Item 3052: 35
Item 3053: 93
Item 3054: 69
Item 3055: 10
Item 3056: 214
Item 3057: 52
Item 3058: 66
Item 3059: 76
Item 3060: 101
Item 3061: 42
Item 3062: 49
Item 3063: 76
Item 3064: 21
Item 3065: 22
Item 3066: 102
Item 3067: 1
Item 3068: 160
Item 3069: 68
Item 3070: 1
Item 3071: 64
Item 3072: 58
Item 3073: 75
Item 3074: 6
Item 3075: 136
Item 3076: 44
Item 3077: 79
Item 3078: 32
Item 3079: 97
Item 3080: 68
Item 3081: 84
Item 3082: 38
Item 3083: 77
Item 3084: 98
Item 3085: 91
Item 3086: 90
Item 3087: 192
Item 3088: 10
Item 3089: 21
Item 3090: 57
Item 3091: 21
Item 3092: 52
Item 3093: 40
Item 3094: 106
Item 3095: 49
Item 3096: 21
Item 3097: 45
Item 3098: 19
Item 3099: 51
Item 3100: 134
Item 3101: 29
Item 3102: 137
Item 3103: 252
Item 3104: 20
Item 3105: 39
Item 3106: 19
Item 3107: 128
Item 3108: 35
Item 3109: 31
Item 3110: 53
Item 3111: 10
Item 3112: 11
Item 3113: 13
Item 3114: 9
Item 3115: 2
Item 3116: 3
Item 3117: 8
Item 3118: 21
Item 3119: 21
Item 3120: 77
Item 3121: 53
Item 3122: 88
Item 3123: 35
Item 3124: 6
Item 3125: 45
Item 3126: 86
Item 3127: 5
Item 3128: 78
Item 3129: 86
Item 3130: 19
Item 3131: 98
Item 3132: 89
Item 3133: 100
Item 3134: 58
Item 3135: 39
Item 3136: 56
Item 3137: 132
Item 3138: 7
Item 3139: 28
Item 3140: 5
Item 3141: 1
Item 3142: 4
Item 3143: 69
Item 3144: 43
Item 3145: 25
Item 3146: 19
Item 3147: 13
Item 3148: 20
Item 3149: 17
Item 3150: 228
Item 3151: 77
Item 3152: 262
Item 3153: 6
Item 3154: 9
Item 3155: 46
Item 3156: 64
Item 3157: 53
Item 3158: 125
Item 3159: 38
Item 3160: 95
Item 3161: 259
Item 3162: 182
Item 3163: 28
Item 3164: 27
Item 3165: 20
Item 3166: 12
Item 3167: 10
Item 3168: 26
Item 3169: 58
Item 3170: 31
Item 3171: 57
Item 3172: 163
Item 3173: 79
Item 3174: 8
Item 3175: 136
Item 3176: 49
Item 3177: 23
Item 3178: 61
Item 3179: 50
Item 3180: 57
Item 3181: 41
Item 3182: 13
Item 3183: 16
Item 3184: 4
Item 3185: 50
Item 3186: 202
Item 3187: 215
Item 3188: 7
Item 3189: 13
Item 3190: 258
Item 3191: 22
Item 3192: 27
Item 3193: 11
Item 3194: 40
Item 3195: 286
Item 3196: 38
Item 3197: 16
Item 3198: 6
Item 3199: 44
Item 3200: 21
Item 3201: 59
Item 3202: 18
Item 3203: 193
Item 3204: 41
Item 3205: 8
Item 3206: 24
Item 3207: 80
